time,name,link,images,conpensation,type_of_job,description
2018-05-31 14:42,Administrative Assistant - Construction Office,https://newyork.craigslist.org/brk/egr/d/administrative-assistant/6604267577.html,,BOQ,full-time,"
        ,
General Construction Company in Brooklyn is seeking a qualified applicant to work as administrative assistant. Applicants must have minimum 3 years experience as Admin Assistant/Personal Assistant/Office Assistant. Past experience with a construction company in preferred. ,
,
Requirements:,
,
• Experience using Excel, Microsoft Word, and Microsoft Office,
• Experience preparing proposals,
• Organizational skills with attention to detail,
• Ability to follow instructions/procedures,
• Capable of time management and meeting deadlines,
,
- Typing letters, reports and spreadsheets,
- Answer emails and direct incoming calls ,
- correspond with clients ,
,
,
- Multi-tasking skills,
,
- Solid organizational skills, including the ability to prioritize ,
,
-	Must have drivers license..and abiltity to travel for minor deliveries,
,
- Take pride in work presentation,
,
- have a ""can do"" attitude. ,
,
,
,
Full time, but hours can be flexible,
,
,
Please Email your resume, and salary requirements and a tell us about yourself.,
,
,
,
We are committed to provide an equal employment opportunity for all associates and job applicants regardless of race, religion, color, sex, sexual orientation, gender, gender identity, age, national origin, ancestry, citizenship, medical condition, marital status, protected veteran or disability status or any factor prohibited by law, and as such affirms in policy and practice to support and promote the concept of equal employment opportunity and affirmative action, in accordance with all applicable laws (federal, state, local).    "
2018-05-31 14:57,ESTIMATOR,https://newyork.craigslist.org/brx/egr/d/estimator/6604285272.html,,Commensurate with experience,part-time,"
        ,
About AAL: Based in the Bronx, AAL Construction Services provides a full-scope of civil site work services including but not limited to land clearing and grading, demolition and excavation, shoreline restoration and development, and waste hauling and removal. ,
,
Position: AAL is looking to engage an experienced Estimator to produce construction estimates for public and private contracts in New York and New Jersey. The Estimator will be hired on a project-basis, with a minimum of ten projects per month totaling approximately $5 million. ,
,
Responsibilities:,
Identify labor, material, and time requirements by studying proposals, blueprints, specifications, and related documents.,
Attend walk-throughs to check field conditions & prepare estimates,
Manage multiple simultaneous estimating projects on a timely manner,
Identify potential errors or omissions on plans and bid documents, resolve discrepancies by collecting and analyzing information.,
Present prepared estimate by assembling and displaying numerical and descriptive information,
,
Qualifications: ,
Strong knowledge of prevailing wages, project labor agreements, and union labor rates ,
Proven experience as a construction estimator, with emphasis on civil site work,
Ability to work collaboratively with others in performing scope, design development, bid and change order cost estimating duties,
Strong understanding of NYC construction processes, experience working with City and State agencies,
Ability to perform detailed work under time-sensitive deadlines ,
Education in civil engineering or architecture or significant years of experience in civil site construction estimating,
Great attention to detail,
Excellent written and verbal communication skills,
Well-organized and reliable,
,
Interested candidates should send a cover letter and resume to Ana Lavdas, President at ana@aalconstructionservices.com ,
,
,
,
    "
2018-05-31 15:24,JOB CAPTAIN,https://newyork.craigslist.org/mnh/egr/d/job-captain/6604315428.html,,competitive salary,full-time,"
        ,
SBLM New York office looks for a highly motivated Job Captain who is a team player with excellent CAD/Graphic and communication skills. Ideal candidate will be a well-organized, detail-oriented individual who is accustomed to working on and leading the production of multiple projects. ,
,
Responsibilities include, but not limited to: ,
Coordinate and develop construction documents,
Take on technically challenging issues with Project Manager,
Perform code and zoning analyses,
Review and redline drawings,
Oversee drafters, as required by the project,
Produce deliverables without requiring constant supervision,
Coordinate meetings with consultants,
Organize and lead site visits and surveys,
Conduct material research and meet with vendor as necessary, to understand,
materials and products,
Take initiative to complete work,
,
Requirements:,
Bachelor's Degree in Architecture,
3+ years experience in an Architect's office and working on Commercial / Retail projects,
Proficient in AutoCAD and other applicable industry software,
General understanding of codes and zoning,
General knowledge of building details and construction process,
Knowledge of Revit and SketchUp are desirable ,
Positive attitude and driven to succeed,
,
    "
2018-06-01 09:51,Project Architect,https://newyork.craigslist.org/brk/egr/d/project-architect/6604882235.html,"https://images.craigslist.org/00909_4oJyGzp87B_600x450.jpg,https://images.craigslist.org/00P0P_e6M6vwmvdU6_600x450.jpg,https://images.craigslist.org/00202_7fM43nxkbiW_600x450.jpg,https://images.craigslist.org/00a0a_dCxDUWdtU8N_600x450.jpg,https://images.craigslist.org/01717_6oHCpHeCVtR_600x450.jpg,https://images.craigslist.org/00r0r_fKpaeT4Ojbd_600x450.jpg,https://images.craigslist.org/00Z0Z_31UjafRqbLf_600x450.jpg,https://images.craigslist.org/00P0P_uRrhEA8kgE_600x450.jpg,https://images.craigslist.org/00b0b_eKdsmzFrpjz_600x450.jpg",Commensurate with Experience,full-time,"
        ,
Joseph Vance Architects is a small but growing residential architecture firm based in Williamsburg just off McCarren Park. In our 27 years of business we have established ourselves as one of the premier firms specializing in brownstone and townhouse renovations, additions, ground-up construction, lofts and apartments. We are currently seeking a mid level Project Architect/Manager to join our ranks.,
,
As a member of our team you will manage your own projects under the direction of the principal, and with the support of the office as needed to help meet deadlines. The format of our firm is such that everyone is expected to run his/her own jobs - generating designs, presentations and drawings, researching codes, managing schedules, and coordinating with clients, contractors, expeditors, city agencies, vendors, consultants, etc. throughout the entire process of the project from initial client meetings to punch-list closeout. The nature of our business requires immense organization, efficiency, and commitment, but we also maintain a very stable work/life balance. ,
,
Ideally you have experience in residential architecture in NYC, some knowledge of NYC DOB and LPC, have worked with 3D modeling/BIM software (Archicad a plus) and the adobe creative suite. We also expect you to have a great design sensibility and critical thinking skills, along with 4-8 years of professional experience.,
,
If this sounds like you, then please submit a pdf of your cover letter, resume, and work sample. This is a full time salaried position with medical coverage (no part-time or freelance work). We look forward to hearing from you and appreciate your interest in our firm!    "
2018-06-01 10:07,Cad Drafter - Architectural/Engineering background,https://newyork.craigslist.org/mnh/egr/d/cad-drafter-architectural/6604897525.html,,based on experience,full-time,"
        ,
Architectural Engineering firm seeking a CAD drafter with ,
Architectural background,
Structural/Civil engineering background ,
,
Overview:,
-Work with Project Manager & Design Team on all elements of drafting,
-AutoCAD detailing,
,
Skills Required:,
AutoCAD a MUST,
Structural software is a plus (RISA, etc.),
MS Excel, Word, Outlook,
Structural knowledge is a must,
Building code knowledge is a plus,
,
Please send resume in PDF format    "
2018-06-01 10:54,Mid-Level Architect with strong REVIT - IMMEDIATE HIRE,https://newyork.craigslist.org/mnh/egr/d/mid-level-architect-with/6604944749.html,,tbd,full-time,"
        ,
Mid-Level Architect with strong REVIT - IMMEDIATE Hire (Union Square) ,
,
An architectural degree and REVIT is required. ,
In addition the candidate should have the following:,
,
•	Draw in REVIT a MUST.,
•	Skill at refining architectural elements; (elevations, plans schedules etc.),
•	Experience with transportation and airport projects a PLUS - rehab work, design and construction.,
•	Sufficient understanding of construction technologies.,
•	Looking for a team player, meet deadlines and able to work independently.,
•	Proven track record,
•	Strong production and communication skills a must.,
,
To apply please forward your resume to: E-MAIL ,
,
About us:,
We are an established firm, since 1990, offering services to the Architecture and Engineering Communities.,
We cater to the top Architectural and Engineering firms in the Industry.,
We have a specialized niche' of services offering various exposures to all aspects of the design.,
Extensive growth potential, gaining practical experience in multiple fields and facets of the industries, working in an open and energetic environment.,
We are constantly moving forward, expanding, looking for people with dedication and expertise in the Architecture and Engineering fields, all levels.,
We recognize our people as our most valuable asset and offer: ,
,
Competitive Salary, Benefits package and Bonuses.,
,
SPONSORSHIP available.,
,
NO RECRUITERS,
,
Keywords: Architect, Architecture, Architectural, Residential, Commercial, Planning, Structural, Mechanical, Electrical, Engineer, Engineering, Auto-Cad, Auto Cad, REVIT, RA, Airport, Transportation, New York, NY, NYC, design,
#Architect #Architecture #Architectural #Residential #Commercial #Planning #Structural #Mechanical #Electrical #Engineer #Engineering #Auto-Cad #Auto Cad #REVIT #RA #Airport #Transportation #New York, #NY #NYC #design    "
2018-06-01 10:58,◄◄  FREE-LANCE SKETCHUP 2018 ARCHITECT AVAILABLE FOR YOUR PROJECT,https://newyork.craigslist.org/que/egr/d/free-lance-sketchup-2018/6604950060.html,"https://images.craigslist.org/00a0a_l6bW4myiKco_600x450.jpg,https://images.craigslist.org/00q0q_14ueGL3EBV2_600x450.jpg,https://images.craigslist.org/00E0E_4lsaa5eQoDG_600x450.jpg,https://images.craigslist.org/00i0i_aJmlTe0QQC2_600x450.jpg,https://images.craigslist.org/00Y0Y_hKc8NH2Rm5_600x450.jpg,https://images.craigslist.org/00W0W_k6UAmEX96Pw_600x450.jpg,https://images.craigslist.org/00k0k_k0mY2kUmXX9_600x450.jpg,https://images.craigslist.org/00L0L_NY8nfeClWJ_600x450.jpg,https://images.craigslist.org/01212_38rZsV5YzI_600x450.jpg,https://images.craigslist.org/00A0A_kQih4sXDR4E_600x450.jpg,https://images.craigslist.org/00a0a_HjAhn0prwU_600x450.jpg,https://images.craigslist.org/00W0W_2DTftgqZR99_600x450.jpg,https://images.craigslist.org/00S0S_he5jXxemWCY_600x450.jpg,https://images.craigslist.org/00505_azakxbXJ8xl_600x450.jpg,https://images.craigslist.org/00O0O_eebJoZo5IhG_600x450.jpg,https://images.craigslist.org/00y0y_9j7z4QHkJmE_600x450.jpg,https://images.craigslist.org/01111_ezFlwm02GKh_600x450.jpg,https://images.craigslist.org/01313_lG1q7gwDQqj_600x450.jpg,https://images.craigslist.org/00303_bYXm1carXAE_600x450.jpg,https://images.craigslist.org/00404_2d7d7E4zm0v_600x450.jpg,https://images.craigslist.org/00y0y_iw1zzHjErSs_600x450.jpg,https://images.craigslist.org/00808_3FbJwrGs5WG_600x450.jpg,https://images.craigslist.org/00n0n_frJxlyjZIgC_600x450.jpg,https://images.craigslist.org/00N0N_boxXBoBeltI_600x450.jpg",Per Project Quote,contract,"
        ,
,
,    "
2018-06-01 11:31,Part time + Full Time Architectural job Experienced or Student OK.....,https://newyork.craigslist.org/brk/egr/d/part-time-full-time/6604987071.html,,by experience and base on 1st week of performance,employee's choice,"
        ,
Architects office looking for experienced or student part time or full time staff. Task and salary based on experience. Please email with resume and portfolio if available. Able to speak Mandarin a plus. Good Luck!    "
2018-06-01 15:09,Construction Project Manager,https://newyork.craigslist.org/que/egr/d/construction-project-manager/6605248222.html,,Based on experience,full-time,"
        ,
Leading Architectural design-build firm seeking qualified Construction Project Manager to assist the principal on the construction of new mid-rise buildings. ,
,
Candidate qualifications:,
-	Knowledgeable and capable of estimating/bidding,
-	Must be organized and able to maintain job schedule,
-	Able to coordinate and attend weekly job meetings ,
-	Must have strong communication skills - verbal & written ,
-	Must have OSHA 30 hr safety certification,
-	Proficient in Excel & Word. Knowledge of AutoCAD and basic drafting is beneficial, but not required,
-	Experience as a liaison between principal - owners - subcontractors,
-	Must have valid drivers license ,
-	Minimum 5 years experience required,
,
Looking for an energetic, responsible and proactive individual available for immediate hire. Please email resume and salary requirements.,
    "
2018-06-01 16:03,Automatic Sorting Technician (Small Diamonds),https://newyork.craigslist.org/mnh/egr/d/automatic-sorting-technician/6605308790.html,,$18+ plus benefits - DOE,full-time,"
        ,
Automatic Sorting Technician (Small Diamonds) - We offer a competitive benefits package and professional development opportunities!,
,
We are an established company located in the heart of the diamond district in mid-town Manhattan that offers its employees a competitive benefits package and great educational and developmental opportunities.,
,
The Company:  GIA is the world's foremost authority in gemology. An independent, nonprofit organization, GIA protects the public trust in gems and jewelry by providing the education, research, and standards that consumers and the jewelry industry rely on to make informed purchase decisions.,
,
The Job Title: Lab Associate, Melee Services,
,
•	Work Hours: 	7:00 am - 3:30 pm Monday through Friday,
•	Hourly Rate: 	$18.00 per hour,
•	We offer medical, dental, vision and matching 401-K plan,
,
,
Responsibilities:,
,
Responsible for sorting melee (small diamond) stones to be transferred from holder, scales, and different device mechanisms delicately. Process the machine while performing other tasks including but not limited to: data entry, reports, operating other devices, troubleshooting, etc. ,
•	Operate melee sorting device and other office equipment (tweezers, microscope, etc.). ,
,
•	Measure gem items for measurement, fluorescence and color. ,
,
•	Steady hands with strong eye coordination to focus on 4mm and smaller diamonds. ,
,
•	Calibrate and maintain equipment, perform repairs, alter software and hardware settings, move and/or package stones, etc. Troubleshoot when necessary.,
,
•	Ability to share technical and functional knowledge and suggest solutions for specific situations,
,
•	Detail oriented with the ability to multi-task, prioritize, and manage time effectively. ,
,
Melee device is just the beginning of the innovations designed to advance in the field of gemological testing as a whole so there is much opportunity for growth!,
,
,
Requirements:,
,
•	High school diploma, Bachelor's degree preferred.,
•	1+ year work experience in a related field,
The Location: New York, New York,
,
,
Why Should You Apply?,
,
•	Great benefits!,
•	Reasonable hours that provide work-life balance!,
•	Professional development opportunities!,
•	Great educational opportunities!,
,
,
TO APPLY, COPY/PASTE LINK:,
,
,
_______________________________________________________________,
    "
2018-06-01 17:23,Facade / Building Envelope Project Architect or Engineer,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6605393674.html,,Commensurate with experience,full-time,"
        ,
, ,New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking a project architect or engineer with 5 to 10 years of restoration experience. , 

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs., 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques. , 

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready. , 

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch). , 

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company. , 

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards. , 

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday., 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away., 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please). , 

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted. ,  

For additional information, visit our website at ,
    "
